seq,wall_ts,mono_ts,can_id,is_extended,is_remote,is_error,is_local,direction,dlc,data_hex,interface
1329,1786725818.0322938,617489.447406757,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1330,1786725818.0823793,617489.497491173,854,0,0,0,0,BUS_RX,8,65150B00F0000000,can1
1331,1786725818.1322465,617489.547358757,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1332,1786725818.133531,617489.548640673,1023,0,0,0,0,BUS_RX,8,630F9B0000000001,can1
1333,1786725818.182164,617489.597276007,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1334,1786725818.2321398,617489.647252132,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1335,1786725818.282129,617489.697242298,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1336,1786725818.3353124,617489.750424923,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1337,1786725818.3823621,617489.797475298,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1338,1786725818.3836296,617489.79873534,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1339,1786725818.432271,617489.84738409,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1340,1786725818.485173,617489.900285007,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1341,1786725818.6337104,617490.04882309,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1342,1786725818.6642795,617490.079391507,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1343,1786725818.6655426,617490.080651465,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1344,1786725818.8824153,617490.29752759,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1345,1786725818.9348302,617490.349942299,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1346,1786725818.9846804,617490.399794257,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1347,1786725819.032455,617490.44756709,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1348,1786725819.0821826,617490.497294507,854,0,0,0,0,BUS_RX,8,66150E00F0000000,can1
1349,1786725819.1323347,617490.547446549,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1350,1786725819.1402953,617490.555406882,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1351,1786725819.1823697,617490.597482424,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1352,1786725819.232335,617490.647447424,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1353,1786725819.2824833,617490.697595341,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1354,1786725819.3328393,617490.747951966,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1355,1786725819.3827944,617490.797911841,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1356,1786725819.3839948,617490.799102049,1023,0,0,0,0,BUS_RX,8,630F9C0000000001,can1
1357,1786725819.4322927,617490.847404924,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1358,1786725819.4821908,617490.897321716,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1359,1786725819.6322017,617491.047313382,1023,0,0,0,0,BUS_RX,8,630F9B0000000001,can1
1360,1786725819.6594782,617491.074591091,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1361,1786725819.660562,617491.075669757,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1362,1786725819.8828137,617491.297928091,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1363,1786725819.9354134,617491.350526299,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1364,1786725819.9841084,617491.399223799,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1365,1786725820.0354328,617491.450559591,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1366,1786725820.0824997,617491.497613466,854,0,0,0,0,BUS_RX,8,65150A00F0000000,can1
1367,1786725820.1322808,617491.547683049,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1368,1786725820.1337998,617491.548908799,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1369,1786725820.1821988,617491.597312174,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1370,1786725820.23214,617491.647251674,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1371,1786725820.2823124,617491.697425508,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1372,1786725820.3321803,617491.747294924,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1373,1786725820.3822412,617491.797354133,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1374,1786725820.3836863,617491.798795966,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1375,1786725820.432116,617491.847229216,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1376,1786725820.4821157,617491.897228883,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1377,1786725820.6322753,617492.047389508,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1378,1786725820.6611707,617492.076282508,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1379,1786725820.6621442,617492.077249883,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1380,1786725820.8823917,617492.29750455,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1381,1786725820.932837,617492.347953133,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1382,1786725820.98369,617492.398804716,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1383,1786725821.0324514,617492.447564133,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1384,1786725821.0839696,617492.499082966,854,0,0,0,0,BUS_RX,8,66150E00F0000000,can1
1385,1786725821.1322763,617492.547388091,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1386,1786725821.1333816,617492.548489508,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1387,1786725821.1842058,617492.599318091,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1388,1786725821.2323236,617492.64743555,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1389,1786725821.2820764,617492.6971868,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1390,1786725821.332071,617492.7472583,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1391,1786725821.3821337,617492.797244758,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1392,1786725821.3836775,617492.798785258,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1393,1786725821.431955,617492.847067883,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1394,1786725821.4820933,617492.897202717,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1395,1786725821.6320097,617493.047122383,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1396,1786725821.6637304,617493.078842175,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1397,1786725821.664667,617493.079773175,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1398,1786725821.882,617493.29711155,1023,0,0,0,0,BUS_RX,8,630F9F0000000001,can1
1399,1786725821.9320967,617493.347209175,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1400,1786725821.9819493,617493.397061467,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1401,1786725822.032111,617493.447224175,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1402,1786725822.0833452,617493.498456759,854,0,0,0,0,BUS_RX,8,65150A00F0000000,can1
1403,1786725822.1321623,617493.547275217,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1404,1786725822.1331165,617493.548222925,1023,0,0,0,0,BUS_RX,8,630F9B0000000001,can1
1405,1786725822.1820085,617493.597120134,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1406,1786725822.2319837,617493.647095467,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1407,1786725822.281945,617493.697057134,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1408,1786725822.3319962,617493.747108884,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1409,1786725822.3836107,617493.798723925,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1410,1786725822.3850842,617493.80019305,1023,0,0,0,0,BUS_RX,8,630F9E0000000001,can1
1411,1786725822.4320252,617493.847135175,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1412,1786725822.4819589,617493.897072217,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1413,1786725822.6320121,617494.047123967,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1414,1786725822.6603842,617494.075498426,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1415,1786725822.6618803,617494.076989176,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1416,1786725822.8850791,617494.300191217,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1417,1786725822.9359634,617494.351078801,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1418,1786725822.9825873,617494.397701009,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1419,1786725823.0326085,617494.447721634,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1420,1786725823.0819392,617494.497050592,854,0,0,0,0,BUS_RX,8,66150D00F0000000,can1
1421,1786725823.131962,617494.547074051,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1422,1786725823.1329403,617494.548046217,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1423,1786725823.1820621,617494.597174467,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1424,1786725823.2320561,617494.647168551,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1425,1786725823.28201,617494.697122717,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1426,1786725823.3320465,617494.747158634,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1427,1786725823.3847861,617494.799899801,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1428,1786725823.386007,617494.801114926,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1429,1786725823.4324665,617494.847576718,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1430,1786725823.4820035,617494.897115968,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1431,1786725823.6319683,617495.047080343,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1432,1786725823.6595473,617495.074659301,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1433,1786725823.660695,617495.075801259,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1434,1786725823.8819942,617495.297106718,1023,0,0,0,0,BUS_RX,8,630F9B0000000001,can1
1435,1786725823.931953,617495.347065509,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1436,1786725823.9819608,617495.397074134,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1437,1786725824.0319912,617495.447103759,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1438,1786725824.0820143,617495.497127926,854,0,0,0,0,BUS_RX,8,66150C00F0000000,can1
1439,1786725824.1320179,617495.547131676,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1440,1786725824.1334758,617495.548586468,1023,0,0,0,0,BUS_RX,8,630F9C0000000001,can1
1441,1786725824.1818862,617495.59699826,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1442,1786725824.2319539,617495.647064093,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1443,1786725824.2819207,617495.697034093,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1444,1786725824.3324807,617495.747593051,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1445,1786725824.3825314,617495.797643718,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1446,1786725824.3837867,617495.798899551,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1447,1786725824.435306,617495.850417801,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1448,1786725824.4926057,617495.90771201,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1449,1786725824.6319165,617496.047028885,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1450,1786725824.665275,617496.080388301,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1451,1786725824.6663146,617496.081421135,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1452,1786725824.8952534,617496.310366385,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1453,1786725824.9369175,617496.352030802,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1454,1786725824.9819105,617496.397024302,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1455,1786725825.0354748,617496.45058651,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1456,1786725825.082304,617496.497416552,854,0,0,0,0,BUS_RX,8,66150C00F0000000,can1
1457,1786725825.135074,617496.55018801,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1458,1786725825.136284,617496.551392302,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1459,1786725825.1840408,617496.59915376,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1460,1786725825.2322931,617496.64740126,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1461,1786725825.281859,617496.696971802,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1462,1786725825.3328216,617496.747934385,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1463,1786725825.386205,617496.801316427,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1464,1786725825.387307,617496.802414677,1023,0,0,0,0,BUS_RX,8,630F9B0000000001,can1
1465,1786725825.4319663,617496.84707776,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1466,1786725825.4818194,617496.896934052,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1467,1786725825.6318295,617497.046938844,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1468,1786725825.6632884,617497.07840051,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1469,1786725825.664298,617497.079407344,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1470,1786725825.8821518,617497.297265427,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1471,1786725825.9325113,617497.34762401,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1472,1786725825.9820094,617497.397121469,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1473,1786725826.031976,617497.447087844,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1474,1786725826.082017,617497.49712951,854,0,0,0,0,BUS_RX,8,65150C00F0000000,can1
1475,1786725826.1330426,617497.54815551,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1476,1786725826.1340792,617497.549185177,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1477,1786725826.182097,617497.597209927,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1478,1786725826.2318306,617497.646942719,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1479,1786725826.2818182,617497.696931094,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1480,1786725826.3318498,617497.746961552,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1481,1786725826.3839843,617497.799098302,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1482,1786725826.3855088,617497.800617844,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1483,1786725826.4320743,617497.847186761,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1484,1786725826.4820151,617497.897127552,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1485,1786725826.6319654,617498.047098552,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1486,1786725826.6594875,617498.074599052,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1487,1786725826.6604328,617498.075539386,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1488,1786725826.8873723,617498.302493344,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1489,1786725826.9354842,617498.350596719,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1490,1786725826.9818404,617498.396954594,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1491,1786725827.0321422,617498.447254719,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1492,1786725827.085323,617498.500456969,854,0,0,0,0,BUS_RX,8,66150D00F0000000,can1
1493,1786725827.1319885,617498.547100428,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1494,1786725827.1330006,617498.548107553,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1495,1786725827.1827831,617498.597896428,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1496,1786725827.2336693,617498.648782053,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1497,1786725827.2834089,617498.698522511,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1498,1786725827.3320835,617498.747196803,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1499,1786725827.3819063,617498.797018719,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1500,1786725827.3828523,617498.797958011,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1501,1786725827.4320936,617498.847205594,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1502,1786725827.4853067,617498.900419386,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1503,1786725827.6332421,617499.04835572,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1504,1786725827.6621108,617499.077222595,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1505,1786725827.663158,617499.078265386,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1506,1786725827.8820956,617499.297208303,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1507,1786725827.9318507,617499.346962386,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1508,1786725827.9816883,617499.396797636,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1509,1786725828.031712,617499.446823595,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1510,1786725828.081682,617499.496793886,854,0,0,0,0,BUS_RX,8,66150D00F0000000,can1
1511,1786725828.132693,617499.547803845,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1512,1786725828.1337588,617499.548867636,1023,0,0,0,0,BUS_RX,8,630F9D0000000001,can1
1513,1786725828.1817133,617499.59682622,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1514,1786725828.2316954,617499.646830345,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1515,1786725828.2816763,617499.696787803,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1516,1786725828.3316922,617499.746804137,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1517,1786725828.381698,617499.796809803,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1518,1786725828.3826768,617499.79778372,1023,0,0,0,0,BUS_RX,8,630F9B0000000001,can1
1519,1786725828.4319377,617499.847049553,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1520,1786725828.481679,617499.896790512,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1521,1786725828.63168,617500.046791262,1023,0,0,0,0,BUS_RX,8,630F9B0000000001,can1
1522,1786725828.6604898,617500.075602803,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1523,1786725828.6617553,617500.076862137,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1524,1786725828.8818183,617500.29693272,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1525,1786725828.9317296,617500.346842387,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1526,1786725828.9817226,617500.39683622,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1527,1786725829.031653,617500.446763929,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1528,1786725829.0817575,617500.496871304,854,0,0,0,0,BUS_RX,8,67150B00F0000000,can1
1529,1786725829.1317184,617500.546830595,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1530,1786725829.132681,617500.54778722,1023,0,0,0,0,BUS_RX,8,630F9B0000000001,can1
1531,1786725829.1852202,617500.600333595,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1532,1786725829.2318492,617500.646961637,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1533,1786725829.2818165,617500.696927512,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1534,1786725829.3316667,617500.746777804,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1535,1786725829.3816822,617500.796795762,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1536,1786725829.3828251,617500.797932512,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1537,1786725829.4317052,617500.846817012,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1538,1786725829.4816945,617500.896805762,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1539,1786725829.6316686,617501.04678097,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1540,1786725829.6604288,617501.075541929,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1541,1786725829.661668,617501.076775721,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1542,1786725829.8847082,617501.299822804,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1543,1786725829.9325466,617501.347657596,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1544,1786725829.9816709,617501.396783971,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1545,1786725830.0317163,617501.446828721,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1546,1786725830.0817313,617501.496844846,854,0,0,0,0,BUS_RX,8,66150C00F0000000,can1
1547,1786725830.1323154,617501.547428637,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1548,1786725830.1334863,617501.548594596,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1549,1786725830.1840293,617501.599142762,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1550,1786725830.231755,617501.646867221,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1551,1786725830.2817016,617501.696814221,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1552,1786725830.331665,617501.746777846,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1553,1786725830.3817656,617501.796878138,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1554,1786725830.382977,617501.798083054,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1555,1786725830.43169,617501.846803638,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1556,1786725830.481722,617501.896834846,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1557,1786725830.6318557,617502.046968679,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1558,1786725830.6594834,617502.074596888,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1559,1786725830.660656,617502.075762013,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1560,1786725830.8853006,617502.300413763,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1561,1786725830.931845,617502.346957513,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1562,1786725830.982294,617502.397406513,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1563,1786725831.0317433,617502.446855388,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1564,1786725831.081666,617502.49677768,854,0,0,0,0,BUS_RX,8,65150C00F0000000,can1
1565,1786725831.1318014,617502.54691343,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1566,1786725831.1333,617502.548407013,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1567,1786725831.181973,617502.597085805,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1568,1786725831.2319927,617502.647104888,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1569,1786725831.282085,617502.69719818,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1570,1786725831.3314998,617502.746611596,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1571,1786725831.3818374,617502.796945013,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1572,1786725831.383184,617502.798292305,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1573,1786725831.4315422,617502.846654596,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1574,1786725831.481523,617502.896636013,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1575,1786725831.6317189,617503.046831638,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1576,1786725831.660962,617503.076074721,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1577,1786725831.6621454,617503.07725243,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1578,1786725831.8815434,617503.296670472,1023,0,0,0,0,BUS_RX,8,630F990000000001,can1
1579,1786725831.9316669,617503.346779513,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1580,1786725831.9816573,617503.396775138,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1581,1786725832.0316875,617503.446822847,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1582,1786725832.083606,617503.498721222,854,0,0,0,0,BUS_RX,8,65150C00F0000000,can1
1583,1786725832.1316023,617503.546714888,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1584,1786725832.1333535,617503.54846418,1023,0,0,0,0,BUS_RX,8,630F9A0000000001,can1
1585,1786725832.1816025,617503.596715638,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1586,1786725832.232964,617503.648073888,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1587,1786725832.2816951,617503.696809722,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1588,1786725832.3315754,617503.746688305,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1589,1786725832.3817093,617503.796821638,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1590,1786725832.3827486,617503.797855222,1023,0,0,0,0,BUS_RX,8,630FA00000000001,can1
1591,1786725832.4316046,617503.846716972,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1592,1786725832.4816735,617503.896786847,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1593,1786725832.63249,617504.047602389,1023,0,0,0,0,BUS_RX,8,630F9D0000000001,can1
1594,1786725832.6607628,617504.075875764,773,0,0,0,1,CERBO_TX,8,0000000000000000,can1
1595,1786725832.6617587,617504.076864514,775,0,0,0,1,CERBO_TX,8,1234567856494300,can1
1596,1786725832.882885,617504.29799768,1023,0,0,0,0,BUS_RX,8,630F9C0000000001,can1
1597,1786725832.9341397,617504.349251305,783,0,0,0,0,BUS_RX,8,0000000000000000,can1
1598,1786725832.9850962,617504.400210139,849,0,0,0,0,BUS_RX,8,35026004880FE001,can1
1599,1786725833.0317097,617504.446821972,853,0,0,0,0,BUS_RX,8,6300640000000000,can1
1600,1786725833.0818138,617504.496926055,854,0,0,0,0,BUS_RX,8,66150600F0000000,can1
1601,1786725833.1316943,617504.546806597,857,0,0,0,0,BUS_RX,8,0000000002000000,can1
1602,1786725833.13302,617504.548125555,1023,0,0,0,0,BUS_RX,8,630F9B0000000001,can1
1603,1786725833.1817017,617504.596815139,858,0,0,0,0,BUS_RX,8,0000000000000000,can1
1604,1786725833.2317579,617504.646870556,860,0,0,0,0,BUS_RX,8,C000000000000000,can1
1605,1786725833.2821908,617504.697323472,862,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1606,1786725833.3343143,617504.749426806,863,0,0,0,0,BUS_RX,8,2BA4EB0E2A020000,can1
1607,1786725833.3819451,617504.797065431,880,0,0,0,0,BUS_RX,8,44594E4553532D4C,can1
1608,1786725833.3834534,617504.798562514,1023,0,0,0,0,BUS_RX,8,630F9D0000000001,can1
1609,1786725833.4315038,617504.846617264,881,0,0,0,0,BUS_RX,8,2042415454455259,can1
1610,1786725833.4816322,617504.896744389,781,0,0,0,0,BUS_RX,8,640005001E013002,can1
1611,1786725833.6320717,617505.047183222,1023,0,0,0,0,BUS_RX,8,630F9E0000000001,can1
